ep_str,r_str,ep,r
Episode 167,Reward: 475.0,167,475
Episode 168,Reward: 500.0,168,500
Episode 169,Reward: 200.0,169,200
Episode 170,Reward: 250.0,170,250
Episode 171,Reward: 175.0,171,175
Episode 172,Reward: 425.0,172,425
Episode 173,Reward: 0.0,173,0
Episode 174,Reward: 450.0,174,450
Episode 175,Reward: 200.0,175,200
Episode 176,Reward: 500.0,176,500
Episode 177,Reward: 250.0,177,250
Episode 178,Reward: 200.0,178,200
Episode 179,Reward: 175.0,179,175
Episode 180,Reward: 200.0,180,200
Episode 181,Reward: 150.0,181,150
Episode 182,Reward: 175.0,182,175
Episode 183,Reward: 250.0,183,250
Episode 184,Reward: 250.0,184,250
Episode 185,Reward: 500.0,185,500
Episode 186,Reward: 575.0,186,575
Episode 187,Reward: 300.0,187,300
Episode 188,Reward: 450.0,188,450
Episode 189,Reward: 500.0,189,500
Episode 190,Reward: 675.0,190,675
Episode 191,Reward: 225.0,191,225
Episode 192,Reward: 175.0,192,175
Episode 193,Reward: 500.0,193,500
Episode 194,Reward: 250.0,194,250
Episode 195,Reward: 600.0,195,600
Episode 196,Reward: 225.0,196,225
Episode 197,Reward: 225.0,197,225
Episode 198,Reward: 275.0,198,275
Episode 199,Reward: 275.0,199,275
Episode 200,Reward: 150.0,200,150
Episode 201,Reward: 150.0,201,150
Episode 202,Reward: 300.0,202,300
Episode 203,Reward: 275.0,203,275
Episode 204,Reward: 625.0,204,625
Episode 205,Reward: 900.0,205,900
Episode 206,Reward: 625.0,206,625
Episode 207,Reward: 400.0,207,400
Episode 208,Reward: 550.0,208,550
Episode 209,Reward: 250.0,209,250
Episode 210,Reward: 675.0,210,675
Episode 211,Reward: 250.0,211,250
Episode 212,Reward: 350.0,212,350
Episode 213,Reward: 200.0,213,200
Episode 214,Reward: 275.0,214,275
Episode 215,Reward: 700.0,215,700
Episode 216,Reward: 225.0,216,225
Episode 217,Reward: 450.0,217,450
Episode 218,Reward: 300.0,218,300
Episode 219,Reward: 550.0,219,550
Episode 220,Reward: 650.0,220,650
Episode 221,Reward: 400.0,221,400
Episode 222,Reward: 625.0,222,625
Episode 223,Reward: 350.0,223,350
Episode 224,Reward: 300.0,224,300
Episode 225,Reward: 200.0,225,200
Episode 226,Reward: 1025.0,226,1025
Episode 227,Reward: 625.0,227,625
Episode 228,Reward: 800.0,228,800
Episode 229,Reward: 600.0,229,600
Episode 230,Reward: 650.0,230,650
Episode 231,Reward: 850.0,231,850
Episode 232,Reward: 725.0,232,725
Episode 233,Reward: 200.0,233,200
Episode 234,Reward: 500.0,234,500
Episode 235,Reward: 200.0,235,200
Episode 236,Reward: 950.0,236,950
Episode 237,Reward: 175.0,237,175
Episode 238,Reward: 750.0,238,750
Episode 239,Reward: 150.0,239,150
Episode 240,Reward: 225.0,240,225
Episode 241,Reward: 350.0,241,350
Episode 242,Reward: 275.0,242,275
Episode 243,Reward: 475.0,243,475
Episode 244,Reward: 325.0,244,325
Episode 245,Reward: 800.0,245,800
Episode 246,Reward: 200.0,246,200
Episode 247,Reward: 225.0,247,225
Episode 248,Reward: 200.0,248,200
Episode 249,Reward: 550.0,249,550
Episode 250,Reward: 575.0,250,575
Episode 251,Reward: 500.0,251,500
Episode 252,Reward: 300.0,252,300
Episode 253,Reward: 225.0,253,225
Episode 254,Reward: 125.0,254,125
Episode 255,Reward: 275.0,255,275
Episode 256,Reward: 100.0,256,100
Episode 257,Reward: 275.0,257,275
Episode 258,Reward: 100.0,258,100
Episode 259,Reward: 125.0,259,125
Episode 260,Reward: 100.0,260,100
Episode 261,Reward: 100.0,261,100
Episode 262,Reward: 150.0,262,150
Episode 263,Reward: 275.0,263,275
Episode 264,Reward: 550.0,264,550
Episode 265,Reward: 475.0,265,475
Episode 266,Reward: 275.0,266,275
Episode 267,Reward: 200.0,267,200
Episode 268,Reward: 325.0,268,325
Episode 269,Reward: 200.0,269,200
Episode 270,Reward: 225.0,270,225
Episode 271,Reward: 100.0,271,100
Episode 272,Reward: 75.0,272,75
Episode 273,Reward: 300.0,273,300
Episode 274,Reward: 175.0,274,175
Episode 275,Reward: 175.0,275,175
Episode 276,Reward: 150.0,276,150
Episode 277,Reward: 175.0,277,175
Episode 278,Reward: 250.0,278,250
Episode 279,Reward: 525.0,279,525
Episode 280,Reward: 125.0,280,125
Episode 281,Reward: 175.0,281,175
Episode 282,Reward: 250.0,282,250
Episode 283,Reward: 25.0,283,25
Episode 284,Reward: 50.0,284,50
Episode 285,Reward: 350.0,285,350
Episode 286,Reward: 150.0,286,150
Episode 287,Reward: 150.0,287,150
Episode 288,Reward: 150.0,288,150
Episode 289,Reward: 250.0,289,250
Episode 290,Reward: 150.0,290,150
Episode 291,Reward: 450.0,291,450
Episode 292,Reward: 450.0,292,450
Episode 293,Reward: 225.0,293,225
Episode 294,Reward: 250.0,294,250
Episode 295,Reward: 50.0,295,50
Episode 296,Reward: 125.0,296,125
Episode 297,Reward: 125.0,297,125
Episode 298,Reward: 250.0,298,250
Episode 299,Reward: 150.0,299,150
Episode 300,Reward: 25.0,300,25
Episode 301,Reward: 150.0,301,150
Episode 302,Reward: 200.0,302,200
Episode 303,Reward: 50.0,303,50
Episode 304,Reward: 200.0,304,200
Episode 305,Reward: 50.0,305,50
Episode 306,Reward: 75.0,306,75
Episode 307,Reward: 150.0,307,150
Episode 308,Reward: 50.0,308,50
Episode 309,Reward: 250.0,309,250
Episode 310,Reward: 50.0,310,50
Episode 311,Reward: 125.0,311,125
Episode 312,Reward: 275.0,312,275
Episode 313,Reward: 50.0,313,50
Episode 314,Reward: 125.0,314,125
Episode 315,Reward: 175.0,315,175
Episode 316,Reward: 150.0,316,150
Episode 317,Reward: 725.0,317,725
Episode 318,Reward: 300.0,318,300
Episode 319,Reward: 125.0,319,125
Episode 320,Reward: 475.0,320,475
Episode 321,Reward: 125.0,321,125
Episode 322,Reward: 225.0,322,225
Episode 323,Reward: 75.0,323,75
Episode 324,Reward: 125.0,324,125
Episode 325,Reward: 75.0,325,75
Episode 326,Reward: 50.0,326,50
Episode 327,Reward: 200.0,327,200
Episode 328,Reward: 25.0,328,25
Episode 329,Reward: 525.0,329,525
Episode 330,Reward: 75.0,330,75
Episode 331,Reward: 450.0,331,450
Episode 332,Reward: 50.0,332,50
Episode 333,Reward: 50.0,333,50
Episode 334,Reward: 25.0,334,25
Episode 335,Reward: 50.0,335,50
Episode 336,Reward: 100.0,336,100
Episode 337,Reward: 175.0,337,175
Episode 338,Reward: 125.0,338,125
Episode 339,Reward: 125.0,339,125
Episode 340,Reward: 150.0,340,150
Episode 341,Reward: 25.0,341,25
Episode 342,Reward: 500.0,342,500
Episode 343,Reward: 25.0,343,25
Episode 344,Reward: 175.0,344,175
Episode 345,Reward: 25.0,345,25
Episode 346,Reward: 200.0,346,200
Episode 347,Reward: 125.0,347,125
Episode 348,Reward: 100.0,348,100
Episode 349,Reward: 600.0,349,600
Episode 350,Reward: 200.0,350,200
Episode 351,Reward: 525.0,351,525
Episode 352,Reward: 50.0,352,50
Episode 353,Reward: 25.0,353,25
Episode 354,Reward: 250.0,354,250
Episode 355,Reward: 150.0,355,150
Episode 356,Reward: 150.0,356,150
Episode 357,Reward: 175.0,357,175
Episode 358,Reward: 475.0,358,475
Episode 359,Reward: 600.0,359,600
Episode 360,Reward: 200.0,360,200
Episode 361,Reward: 150.0,361,150
Episode 362,Reward: 500.0,362,500
Episode 363,Reward: 250.0,363,250
Episode 364,Reward: 100.0,364,100
Episode 365,Reward: 50.0,365,50
Episode 366,Reward: 450.0,366,450
Episode 367,Reward: 75.0,367,75
Episode 368,Reward: 200.0,368,200
Episode 369,Reward: 175.0,369,175
Episode 370,Reward: 50.0,370,50
Episode 371,Reward: 450.0,371,450
Episode 372,Reward: 250.0,372,250
Episode 373,Reward: 575.0,373,575
Episode 374,Reward: 175.0,374,175
Episode 375,Reward: 50.0,375,50
Episode 376,Reward: 75.0,376,75
Episode 377,Reward: 100.0,377,100
Episode 378,Reward: 100.0,378,100
Episode 379,Reward: 50.0,379,50
Episode 380,Reward: 375.0,380,375
Episode 381,Reward: 200.0,381,200
Episode 382,Reward: 100.0,382,100
Episode 383,Reward: 50.0,383,50
Episode 384,Reward: 75.0,384,75
Episode 385,Reward: 175.0,385,175
Episode 386,Reward: 425.0,386,425
Episode 387,Reward: 50.0,387,50
Episode 388,Reward: 125.0,388,125
Episode 389,Reward: 175.0,389,175
Episode 390,Reward: 475.0,390,475
Episode 391,Reward: 200.0,391,200
Episode 392,Reward: 25.0,392,25
Episode 393,Reward: 75.0,393,75
